Transaction_ID,Date,Customer_ID,Product_Name,Category,Quantity,Unit_Price,Region,Customer_Segment,Payment_Method,Total_Revenue
TX-10527,2025-07-16,CUST-0146,Laptop Sleeve,Accessories,7,29.99,South,Corporate,Bank Transfer,209.92999999999998
TX-12837,2024-11-16,CUST-0070,Whiteboard,Office Supplies,2,79.99,East,Corporate,Credit Card,159.98
TX-12379,2024-07-28,CUST-0056,Premium Tablet,Electronics,4,600.0,South,Consumer,Cash,2400.0
TX-12910,2025-06-24,CUST-0218,Premium Tablet,Electronics,4,504.0,East,Consumer,PayPal,2016.0
TX-13826,2025-01-18,CUST-0079,USB-C Multi-Hub,Accessories,3,39.99,North,Small Business,Credit Card,119.97
TX-14855,2024-01-10,CUST-0142,4K Monitor,Electronics,3,350.0,South,Consumer,Cash,1050.0
TX-12696,2025-06-17,CUST-0168,Desk Mat,Accessories,4,25.0,East,Small Business,Bank Transfer,100.0
TX-10298,2025-09-06,CUST-0146,Wireless Mouse,Accessories,6,49.99,South,Corporate,PayPal,299.94
TX-12687,2024-06-06,CUST-0331,Standing Desk,Office Supplies,6,400.5,South,Corporate,PayPal,2403.0
TX-12572,2024-05-25,CUST-0041,Whiteboard,Office Supplies,4,79.99,East,Small Business,Credit Card,319.96
TX-11634,2024-03-16,CUST-0364,Standing Desk,Office Supplies,3,450.0,South,Small Business,Bank Transfer,1350.0
TX-14437,2025-06-01,CUST-0289,4K Monitor,Electronics,1,350.0,North,Consumer,Cash,350.0
TX-13779,2024-07-09,CUST-0368,Noise-Cancelling Headphones,Electronics,1,250.0,East,Consumer,PayPal,250.0
TX-11074,2024-02-14,CUST-0123,Noise-Cancelling Headphones,Electronics,3,250.0,South,Consumer,Credit Card,750.0
TX-12646,2024-07-18,CUST-0159,Premium Notebook,Office Supplies,2,15.5,North,Consumer,Bank Transfer,31.0
TX-12809,2024-01-02,CUST-0070,Standing Desk,Office Supplies,2,400.5,East,Corporate,Bank Transfer,801.0
TX-13764,2024-10-30,CUST-0273,Pro Laptop,Electronics,1,1200.0,East,Consumer,Cash,1200.0
TX-10756,2024-03-23,CUST-0092,4K Monitor,Electronics,6,350.0,East,Corporate,Cash,2100.0
TX-11044,2025-04-20,CUST-0365,Whiteboard,Office Supplies,4,79.99,West,Small Business,Cash,319.96
TX-12818,2025-06-19,CUST-0034,Desk Mat,Accessories,5,25.0,East,Corporate,Cash,125.0
TX-13316,2025-11-03,CUST-0037,Premium Notebook,Office Supplies,2,14.72,North,Small Business,PayPal,29.44
TX-11253,2024-07-27,CUST-0009,Whiteboard,Office Supplies,4,79.99,North,Small Business,PayPal,319.96
TX-11860,2025-05-26,CUST-0222,Standing Desk,Office Supplies,9,450.0,North,Corporate,Credit Card,4050.0
TX-13950,2024-06-01,CUST-0231,Noise-Cancelling Headphones,Electronics,2,250.0,East,Small Business,Cash,500.0
TX-11879,2025-01-19,CUST-0322,Premium Notebook,Office Supplies,4,15.5,South,Consumer,PayPal,62.0
TX-10376,2025-08-08,CUST-0312,Ergonomic Chair,Office Supplies,4,299.99,West,Corporate,Bank Transfer,1199.96
TX-14710,2025-01-08,CUST-0371,Premium Tablet,Electronics,8,600.0,East,Corporate,PayPal,4800.0
TX-11075,2024-08-10,CUST-0211,Wireless Mouse,Accessories,7,49.99,East,Corporate,Credit Card,349.93
TX-11909,2024-01-02,CUST-0333,4K Monitor,Electronics,4,350.0,South,Consumer,Cash,1400.0
TX-10842,2025-02-18,CUST-0249,USB-C Multi-Hub,Accessories,4,36.39,North,Corporate,Cash,145.56
TX-10378,2024-12-05,CUST-0026,Desk Mat,Accessories,3,20.75,East,Small Business,Bank Transfer,62.25
TX-11187,2024-01-08,CUST-0366,Whiteboard,Office Supplies,7,79.99,West,Corporate,PayPal,559.93
TX-11321,2025-05-17,CUST-0212,Smartwatch,Electronics,3,200.0,North,Corporate,PayPal,600.0
TX-14173,2025-02-22,CUST-0310,Standing Desk,Office Supplies,10,450.0,South,Corporate,Bank Transfer,4500.0
TX-10964,2025-10-12,CUST-0277,USB-C Multi-Hub,Accessories,2,39.99,West,Consumer,Bank Transfer,79.98
TX-13880,2025-08-11,CUST-0114,Premium Tablet,Electronics,2,600.0,North,Small Business,Cash,1200.0
TX-11932,2025-04-19,CUST-0290,Whiteboard,Office Supplies,2,79.99,West,Corporate,Bank Transfer,159.98
TX-13836,2024-10-21,CUST-0135,Pro Laptop,Electronics,3,1080.0,West,Consumer,Cash,3240.0
TX-11292,2024-11-01,CUST-0232,Whiteboard,Office Supplies,2,75.19,East,Small Business,Bank Transfer,150.38
TX-13270,2024-11-26,CUST-0102,Whiteboard,Office Supplies,4,79.99,North,Consumer,Credit Card,319.96
TX-13214,2024-05-02,CUST-0026,Wireless Mouse,Accessories,2,44.49,East,Small Business,Cash,88.98
TX-12303,2025-07-01,CUST-UNKNOWN,Pro Laptop,Electronics,5,1200.0,South,Corporate,Credit Card,6000.0
TX-14951,2024-02-17,CUST-0106,Premium Tablet,Electronics,3,600.0,South,Small Business,Credit Card,1800.0
TX-13322,2024-02-08,CUST-0017,Standing Desk,Office Supplies,4,450.0,South,Corporate,PayPal,1800.0
TX-12577,2025-03-31,CUST-0237,Standing Desk,Office Supplies,4,450.0,West,Small Business,Cash,1800.0
TX-11934,2024-12-05,CUST-0352,Pro Laptop,Electronics,5,1200.0,South,Corporate,Cash,6000.0
TX-10175,2025-08-23,CUST-0026,Laptop Sleeve,Accessories,2,26.69,East,Small Business,PayPal,53.38
TX-12778,2025-03-24,CUST-0088,USB-C Multi-Hub,Accessories,4,39.99,West,Small Business,Bank Transfer,159.96
TX-14858,2025-02-22,CUST-0268,Premium Notebook,Office Supplies,3,15.5,West,Small Business,PayPal,46.5
TX-12004,2025-01-30,CUST-0335,Ergonomic Chair,Office Supplies,3,299.99,North,Small Business,Bank Transfer,899.97
TX-10045,2024-09-27,CUST-0275,Smartwatch,Electronics,3,200.0,West,Small Business,Bank Transfer,600.0
TX-12792,2024-01-21,CUST-0063,4K Monitor,Electronics,2,283.5,West,Small Business,Credit Card,567.0
TX-13309,2025-03-27,CUST-UNKNOWN,Desk Mat,Accessories,4,25.0,North,Consumer,Credit Card,100.0
TX-12727,2025-11-27,CUST-0287,Whiteboard,Office Supplies,3,79.99,East,Small Business,Cash,239.96999999999997
TX-14781,2024-10-24,CUST-0385,Premium Tablet,Electronics,10,600.0,South,Corporate,Bank Transfer,6000.0
TX-11541,2025-01-21,CUST-0397,Gel Pens 12-Pack,Office Supplies,3,12.99,West,Consumer,Bank Transfer,38.97
TX-11666,2024-05-23,CUST-0234,Ergonomic Chair,Office Supplies,2,299.99,West,Small Business,PayPal,599.98
TX-13077,2025-11-06,CUST-0174,Mechanical Keyboard,Accessories,3,88.99,South,Small Business,Bank Transfer,266.96999999999997
TX-11881,2025-12-31,CUST-0035,Premium Tablet,Electronics,1,600.0,South,Small Business,PayPal,600.0
TX-13456,2024-05-03,CUST-0012,Gel Pens 12-Pack,Office Supplies,2,11.56,West,Small Business,Bank Transfer,23.12
TX-11720,2025-06-22,CUST-0078,Laptop Sleeve,Accessories,1,29.99,East,Consumer,Bank Transfer,29.99
TX-13143,2025-05-02,CUST-0245,Premium Notebook,Office Supplies,6,15.5,West,Corporate,Bank Transfer,93.0
TX-12459,2025-02-16,CUST-0224,Standing Desk,Office Supplies,2,450.0,North,Small Business,PayPal,900.0
TX-10283,2025-01-12,CUST-0250,Whiteboard,Office Supplies,1,79.99,East,Consumer,Credit Card,79.99
TX-14613,2025-10-26,CUST-0307,Laptop Sleeve,Accessories,4,28.49,West,Consumer,Cash,113.96
TX-11032,2024-06-15,CUST-0022,Standing Desk,Office Supplies,1,450.0,West,Small Business,PayPal,450.0
TX-11425,2024-02-28,CUST-0280,Wireless Mouse,Accessories,4,49.99,East,Small Business,Bank Transfer,199.96
TX-13167,2025-08-08,CUST-0032,Standing Desk,Office Supplies,4,450.0,East,Corporate,Bank Transfer,1800.0
TX-14577,2024-03-21,CUST-0179,Standing Desk,Office Supplies,6,450.0,West,Corporate,Cash,2700.0
TX-10877,2024-04-25,CUST-0163,Desk Mat,Accessories,9,25.0,South,Corporate,PayPal,225.0
TX-12100,2025-07-18,CUST-0261,Mechanical Keyboard,Accessories,1,99.99,South,Small Business,Bank Transfer,99.99
TX-11168,2024-08-08,CUST-0069,Laptop Sleeve,Accessories,2,29.99,East,Consumer,Bank Transfer,59.98
TX-12589,2024-03-30,CUST-0018,Gel Pens 12-Pack,Office Supplies,1,12.99,North,Consumer,Credit Card,12.99
TX-13273,2024-11-05,CUST-0322,Premium Notebook,Office Supplies,4,15.5,South,Consumer,Bank Transfer,62.0
TX-12732,2024-06-19,CUST-0340,Laptop Sleeve,Accessories,8,29.99,West,Corporate,Credit Card,239.92
TX-12215,2024-11-17,CUST-0104,Gel Pens 12-Pack,Office Supplies,3,12.99,South,Corporate,Cash,38.97
TX-11672,2024-03-16,CUST-0397,Desk Mat,Accessories,2,25.0,West,Consumer,PayPal,50.0
TX-11047,2025-01-21,CUST-0293,Noise-Cancelling Headphones,Electronics,6,235.0,North,Corporate,Credit Card,1410.0
TX-13338,2025-08-17,CUST-0359,Standing Desk,Office Supplies,3,414.0,East,Small Business,PayPal,1242.0
TX-14585,2024-10-08,CUST-0370,Standing Desk,Office Supplies,4,450.0,South,Corporate,Bank Transfer,1800.0
TX-12518,2025-08-30,CUST-0160,Smartwatch,Electronics,1,200.0,South,Small Business,PayPal,200.0
TX-13164,2024-03-05,CUST-0188,USB-C Multi-Hub,Accessories,2,39.99,North,Corporate,Credit Card,79.98
TX-11519,2024-04-21,CUST-0171,Pro Laptop,Electronics,1,1200.0,North,Small Business,PayPal,1200.0
TX-10099,2025-01-20,CUST-0330,Standing Desk,Office Supplies,10,450.0,North,Corporate,Credit Card,4500.0
TX-11084,2025-03-30,CUST-0003,Smartwatch,Electronics,2,200.0,South,Consumer,PayPal,400.0
TX-11897,2025-04-13,CUST-UNKNOWN,Smartwatch,Electronics,9,200.0,West,Corporate,Bank Transfer,1800.0
TX-11391,2025-04-17,CUST-0015,Wireless Mouse,Accessories,8,49.99,West,Corporate,Credit Card,399.92
TX-11244,2024-03-27,CUST-0023,Mechanical Keyboard,Accessories,4,99.99,North,Corporate,Cash,399.96
TX-10351,2025-12-06,CUST-0001,Laptop Sleeve,Accessories,3,26.99,South,Consumer,Credit Card,80.97
TX-12771,2025-01-25,CUST-0377,Gel Pens 12-Pack,Office Supplies,8,12.99,South,Corporate,PayPal,103.92
TX-11056,2025-07-19,CUST-0370,Premium Notebook,Office Supplies,3,15.5,South,Corporate,Bank Transfer,46.5
TX-10915,2024-03-13,CUST-0281,Desk Mat,Accessories,1,25.0,North,Consumer,Cash,25.0
TX-14829,2024-03-05,CUST-UNKNOWN,Laptop Sleeve,Accessories,4,29.99,East,Consumer,Cash,119.96
TX-10718,2024-10-08,CUST-0008,Wireless Mouse,Accessories,2,49.99,South,Consumer,PayPal,99.98
TX-12741,2024-01-18,CUST-0184,Premium Notebook,Office Supplies,1,15.5,South,Small Business,Bank Transfer,15.5
TX-14269,2024-06-20,CUST-0108,Mechanical Keyboard,Accessories,2,99.99,West,Corporate,PayPal,199.98
TX-11553,2024-01-18,CUST-0171,USB-C Multi-Hub,Accessories,2,39.99,North,Small Business,Bank Transfer,79.98
TX-10308,2024-02-26,CUST-0159,Mechanical Keyboard,Accessories,1,99.99,North,Consumer,Credit Card,99.99
TX-12654,2025-08-10,CUST-0111,Pro Laptop,Electronics,5,1200.0,West,Corporate,Credit Card,6000.0
TX-10833,2025-01-23,CUST-0218,4K Monitor,Electronics,2,280.0,East,Consumer,Cash,560.0
TX-10366,2024-08-19,CUST-0138,Wireless Mouse,Accessories,2,44.99,North,Small Business,Credit Card,89.98
TX-12274,2025-01-16,CUST-0328,4K Monitor,Electronics,2,350.0,North,Consumer,Credit Card,700.0
TX-12107,2024-07-19,CUST-0126,Ergonomic Chair,Office Supplies,3,299.99,North,Consumer,Bank Transfer,899.97
TX-11438,2025-11-04,CUST-0040,Whiteboard,Office Supplies,5,79.99,West,Corporate,Cash,399.95
TX-13817,2025-02-16,CUST-0071,Standing Desk,Office Supplies,2,450.0,South,Corporate,Bank Transfer,900.0
TX-12576,2025-10-25,CUST-0355,Desk Mat,Accessories,3,25.0,East,Consumer,PayPal,75.0
TX-13434,2025-04-24,CUST-UNKNOWN,Wireless Mouse,Accessories,3,49.99,South,Small Business,Bank Transfer,149.97
TX-10019,2024-10-25,CUST-0140,Gel Pens 12-Pack,Office Supplies,4,12.99,North,Small Business,PayPal,51.96
TX-13109,2024-12-10,CUST-0016,Desk Mat,Accessories,4,25.0,East,Consumer,Cash,100.0
TX-14528,2025-10-10,CUST-0151,Whiteboard,Office Supplies,9,79.99,East,Corporate,Bank Transfer,719.91
TX-13754,2025-11-24,CUST-0039,4K Monitor,Electronics,3,350.0,South,Consumer,Bank Transfer,1050.0
TX-10218,2025-08-21,CUST-0297,Desk Mat,Accessories,6,23.0,South,Corporate,PayPal,138.0
TX-12478,2025-07-05,CUST-0395,Wireless Mouse,Accessories,1,49.99,East,Consumer,Bank Transfer,49.99
TX-10438,2025-01-07,CUST-0028,Smartwatch,Electronics,3,200.0,North,Consumer,Cash,600.0
TX-11149,2024-07-18,CUST-0359,Desk Mat,Accessories,1,25.0,East,Small Business,PayPal,25.0
TX-11010,2025-12-21,CUST-0101,Desk Mat,Accessories,1,25.0,North,Consumer,Bank Transfer,25.0
TX-13336,2025-08-18,CUST-0358,Standing Desk,Office Supplies,6,450.0,East,Corporate,Cash,2700.0
TX-13483,2024-04-15,CUST-0224,Pro Laptop,Electronics,3,1200.0,North,Small Business,Cash,3600.0
TX-13570,2024-12-25,CUST-0347,Pro Laptop,Electronics,6,1104.0,West,Corporate,Bank Transfer,6624.0
TX-14677,2025-02-28,CUST-0115,Smartwatch,Electronics,1,200.0,North,Consumer,Bank Transfer,200.0
TX-12191,2025-05-27,CUST-0159,Laptop Sleeve,Accessories,2,29.99,North,Consumer,PayPal,59.98
TX-12803,2024-09-02,CUST-0242,Standing Desk,Office Supplies,4,450.0,East,Consumer,Credit Card,1800.0
TX-10802,2024-08-13,CUST-0229,Ergonomic Chair,Office Supplies,3,299.99,East,Small Business,Credit Card,899.97
TX-13292,2024-02-02,CUST-0069,Premium Tablet,Electronics,2,600.0,East,Consumer,Bank Transfer,1200.0
TX-12259,2025-09-05,CUST-0248,Pro Laptop,Electronics,2,1200.0,South,Small Business,Bank Transfer,2400.0
TX-14788,2024-04-14,CUST-0160,Whiteboard,Office Supplies,1,74.39,South,Small Business,Bank Transfer,74.39
TX-12497,2025-05-19,CUST-0052,Standing Desk,Office Supplies,2,450.0,South,Small Business,Cash,900.0
TX-10582,2025-12-19,CUST-UNKNOWN,Smartwatch,Electronics,5,200.0,West,Corporate,Bank Transfer,1000.0
TX-10203,2025-02-15,CUST-0277,Pro Laptop,Electronics,2,1200.0,West,Consumer,Bank Transfer,2400.0
TX-14098,2025-04-18,CUST-0223,Ergonomic Chair,Office Supplies,5,299.99,South,Corporate,PayPal,1499.95
TX-13466,2025-02-08,CUST-0393,Desk Mat,Accessories,2,21.5,East,Corporate,Cash,43.0
TX-12280,2024-03-12,CUST-0270,Premium Tablet,Electronics,1,564.0,West,Small Business,PayPal,564.0
TX-12210,2025-09-05,CUST-0145,Standing Desk,Office Supplies,1,450.0,North,Small Business,Cash,450.0
TX-14870,2024-09-04,CUST-0389,Premium Notebook,Office Supplies,3,15.5,East,Small Business,PayPal,46.5
TX-11623,2025-10-31,CUST-0262,Premium Tablet,Electronics,4,600.0,North,Consumer,Bank Transfer,2400.0
TX-11736,2024-08-14,CUST-0303,Premium Notebook,Office Supplies,1,15.5,South,Small Business,Cash,15.5
TX-14700,2025-12-02,CUST-0282,Ergonomic Chair,Office Supplies,4,299.99,South,Consumer,Credit Card,1199.96
TX-13674,2025-12-19,CUST-0047,4K Monitor,Electronics,4,350.0,South,Small Business,Credit Card,1400.0
TX-14385,2024-05-03,CUST-0324,Noise-Cancelling Headphones,Electronics,2,250.0,North,Small Business,PayPal,500.0
TX-13400,2024-05-09,CUST-0391,Wireless Mouse,Accessories,3,49.99,West,Consumer,Bank Transfer,149.97
TX-10517,2025-02-10,CUST-0387,Smartwatch,Electronics,10,174.0,South,Corporate,Cash,1740.0
TX-12063,2025-09-27,CUST-0393,Pro Laptop,Electronics,4,1200.0,East,Corporate,PayPal,4800.0
TX-14632,2025-09-07,CUST-0397,Noise-Cancelling Headphones,Electronics,3,250.0,West,Consumer,Credit Card,750.0
TX-11874,2025-05-31,CUST-0193,Ergonomic Chair,Office Supplies,3,299.99,South,Small Business,Bank Transfer,899.97
TX-10668,2025-10-14,CUST-0104,USB-C Multi-Hub,Accessories,6,39.99,South,Corporate,Credit Card,239.94
TX-11840,2024-06-06,CUST-0293,Pro Laptop,Electronics,3,1200.0,North,Corporate,Credit Card,3600.0
TX-13193,2024-11-07,CUST-0044,Wireless Mouse,Accessories,4,49.99,South,Consumer,Bank Transfer,199.96
TX-14941,2024-04-22,CUST-0221,USB-C Multi-Hub,Accessories,7,39.99,East,Corporate,PayPal,279.93
TX-12011,2024-04-05,CUST-0316,Premium Notebook,Office Supplies,8,13.95,North,Corporate,PayPal,111.6
TX-13617,2024-03-23,CUST-0368,Pro Laptop,Electronics,4,1200.0,East,Consumer,Credit Card,4800.0
TX-11260,2025-12-16,CUST-0241,Premium Notebook,Office Supplies,9,15.5,North,Corporate,Credit Card,139.5
TX-12388,2025-08-18,CUST-0203,Laptop Sleeve,Accessories,4,29.99,South,Small Business,Bank Transfer,119.96
TX-12153,2025-03-05,CUST-0388,Mechanical Keyboard,Accessories,3,99.99,North,Consumer,Cash,299.96999999999997
TX-13392,2024-10-17,CUST-0242,Standing Desk,Office Supplies,2,450.0,East,Consumer,Bank Transfer,900.0
TX-13442,2024-07-28,CUST-0070,Premium Tablet,Electronics,9,600.0,East,Corporate,Credit Card,5400.0
TX-14166,2024-09-22,CUST-0297,Laptop Sleeve,Accessories,5,29.99,South,Corporate,Bank Transfer,149.95
TX-10759,2025-09-18,CUST-0046,USB-C Multi-Hub,Accessories,3,36.39,East,Consumer,Cash,109.17
TX-11057,2025-03-15,CUST-0358,Standing Desk,Office Supplies,9,450.0,East,Corporate,Cash,4050.0
TX-12346,2024-01-21,CUST-0135,Mechanical Keyboard,Accessories,1,99.99,West,Consumer,Bank Transfer,99.99
TX-14294,2024-03-13,CUST-0164,Premium Notebook,Office Supplies,4,15.5,East,Consumer,Bank Transfer,62.0
TX-13096,2025-09-26,CUST-0066,Smartwatch,Electronics,4,176.0,North,Small Business,Cash,704.0
TX-14536,2024-11-13,CUST-0371,Premium Notebook,Office Supplies,2,13.79,East,Corporate,Cash,27.58
TX-12555,2025-07-27,CUST-0123,Noise-Cancelling Headphones,Electronics,4,250.0,South,Consumer,PayPal,1000.0
TX-10214,2024-09-02,CUST-0283,Premium Notebook,Office Supplies,4,15.5,West,Small Business,Cash,62.0
TX-13382,2024-02-01,CUST-0190,4K Monitor,Electronics,3,350.0,South,Consumer,Cash,1050.0
TX-11108,2025-04-25,CUST-0101,Premium Tablet,Electronics,1,600.0,North,Consumer,Credit Card,600.0
TX-10693,2024-04-19,CUST-0167,Wireless Mouse,Accessories,3,49.99,North,Small Business,Cash,149.97
TX-13050,2024-08-21,CUST-0362,Smartwatch,Electronics,3,200.0,South,Small Business,Cash,600.0
TX-12924,2024-10-27,CUST-0203,Premium Tablet,Electronics,1,600.0,South,Small Business,Cash,600.0
TX-13635,2025-05-13,CUST-0350,Mechanical Keyboard,Accessories,4,99.99,South,Consumer,PayPal,399.96
TX-11221,2024-05-12,CUST-0290,Premium Tablet,Electronics,8,600.0,West,Corporate,Cash,4800.0
TX-14822,2025-03-27,CUST-0384,Whiteboard,Office Supplies,8,79.99,South,Corporate,PayPal,639.92
TX-13131,2025-11-28,CUST-0202,Pro Laptop,Electronics,5,1200.0,South,Corporate,Bank Transfer,6000.0
TX-11224,2025-06-21,CUST-0113,Premium Notebook,Office Supplies,1,15.5,South,Small Business,PayPal,15.5
TX-14972,2024-11-24,CUST-0187,Noise-Cancelling Headphones,Electronics,4,250.0,South,Small Business,PayPal,1000.0
TX-10196,2024-03-06,CUST-0278,Pro Laptop,Electronics,4,1200.0,East,Consumer,Credit Card,4800.0
TX-14406,2024-07-23,CUST-0247,Laptop Sleeve,Accessories,1,29.99,West,Small Business,Credit Card,29.99
TX-12195,2024-08-21,CUST-0267,Mechanical Keyboard,Accessories,3,99.99,West,Consumer,Bank Transfer,299.96999999999997
TX-14260,2025-10-26,CUST-UNKNOWN,Standing Desk,Office Supplies,1,423.0,East,Consumer,Credit Card,423.0
TX-10879,2025-09-12,CUST-0018,Wireless Mouse,Accessories,2,49.99,North,Consumer,Bank Transfer,99.98
TX-14203,2024-01-14,CUST-0214,Wireless Mouse,Accessories,4,49.99,West,Small Business,Bank Transfer,199.96
TX-12655,2024-09-16,CUST-0210,Gel Pens 12-Pack,Office Supplies,3,12.99,South,Corporate,Credit Card,38.97
TX-11344,2024-02-18,CUST-0357,Gel Pens 12-Pack,Office Supplies,3,12.99,East,Corporate,Bank Transfer,38.97
TX-14346,2024-02-08,CUST-0063,Premium Notebook,Office Supplies,3,15.5,West,Small Business,Credit Card,46.5
TX-10887,2024-11-17,CUST-0128,Mechanical Keyboard,Accessories,8,99.99,West,Corporate,Bank Transfer,799.92
TX-11417,2025-03-24,CUST-0348,Standing Desk,Office Supplies,2,450.0,West,Small Business,PayPal,900.0
TX-10068,2025-07-29,CUST-0288,Ergonomic Chair,Office Supplies,8,299.99,West,Corporate,Bank Transfer,2399.92
TX-12517,2025-07-30,CUST-0285,Desk Mat,Accessories,3,21.5,South,Consumer,PayPal,64.5
TX-10568,2024-06-16,CUST-0331,Gel Pens 12-Pack,Office Supplies,5,11.17,West,Corporate,Bank Transfer,55.85
TX-11669,2024-11-29,CUST-0370,Desk Mat,Accessories,2,25.0,South,Corporate,Cash,50.0
TX-10096,2024-10-16,CUST-UNKNOWN,Whiteboard,Office Supplies,1,75.19,West,Consumer,Bank Transfer,75.19
TX-13102,2025-09-09,CUST-0271,Mechanical Keyboard,Accessories,1,99.99,West,Consumer,PayPal,99.99
TX-14343,2025-06-15,CUST-0216,Whiteboard,Office Supplies,8,79.99,North,Corporate,Cash,639.92
TX-10139,2025-07-18,CUST-0067,Wireless Mouse,Accessories,3,49.99,North,Small Business,Bank Transfer,149.97
TX-14923,2025-10-20,CUST-0292,Ergonomic Chair,Office Supplies,4,299.99,West,Corporate,PayPal,1199.96
TX-12640,2024-01-29,CUST-0073,USB-C Multi-Hub,Accessories,1,39.99,East,Small Business,PayPal,39.99
TX-13447,2024-09-22,CUST-0307,Laptop Sleeve,Accessories,4,29.99,West,Consumer,Cash,119.96
TX-13021,2024-04-05,CUST-0045,Mechanical Keyboard,Accessories,8,99.99,East,Corporate,Credit Card,799.92
TX-11590,2025-07-01,CUST-0187,Premium Tablet,Electronics,4,600.0,South,Small Business,Cash,2400.0
TX-11340,2025-01-27,CUST-0122,Wireless Mouse,Accessories,6,49.99,East,Corporate,Credit Card,299.94
TX-14447,2024-03-30,CUST-0227,USB-C Multi-Hub,Accessories,4,34.79,West,Consumer,Cash,139.16
TX-13227,2025-11-15,CUST-0222,Wireless Mouse,Accessories,9,49.99,North,Corporate,Cash,449.91
TX-14545,2024-04-06,CUST-0130,USB-C Multi-Hub,Accessories,2,39.99,West,Consumer,Bank Transfer,79.98
TX-10463,2024-08-06,CUST-0340,Premium Notebook,Office Supplies,7,15.5,West,Corporate,Bank Transfer,108.5
TX-14376,2025-04-28,CUST-0366,Gel Pens 12-Pack,Office Supplies,9,12.99,West,Corporate,Credit Card,116.91
TX-11261,2024-06-08,CUST-0329,4K Monitor,Electronics,2,290.5,East,Consumer,PayPal,581.0
TX-13838,2025-10-25,CUST-0159,Smartwatch,Electronics,3,200.0,North,Consumer,Bank Transfer,600.0
TX-10594,2024-03-22,CUST-0240,Wireless Mouse,Accessories,7,49.99,East,Corporate,Cash,349.93
TX-11615,2024-08-04,CUST-0293,Standing Desk,Office Supplies,4,450.0,North,Corporate,Cash,1800.0
TX-10625,2025-10-26,CUST-0261,Wireless Mouse,Accessories,3,49.99,South,Small Business,Cash,149.97
TX-10450,2024-05-15,CUST-0364,Mechanical Keyboard,Accessories,3,99.99,South,Small Business,Credit Card,299.96999999999997
TX-11536,2024-07-01,CUST-0135,Wireless Mouse,Accessories,2,49.99,West,Consumer,Cash,99.98
TX-12536,2024-05-10,CUST-0357,Premium Tablet,Electronics,7,498.0,East,Corporate,PayPal,3486.0
TX-11096,2024-06-04,CUST-0193,Pro Laptop,Electronics,2,1200.0,South,Small Business,Cash,2400.0
TX-14246,2025-05-08,CUST-0370,USB-C Multi-Hub,Accessories,9,35.59,South,Corporate,PayPal,320.31000000000006
TX-11609,2024-06-04,CUST-0237,Desk Mat,Accessories,2,25.0,West,Small Business,PayPal,50.0
TX-10996,2025-08-23,CUST-0127,Mechanical Keyboard,Accessories,3,99.99,South,Consumer,Cash,299.96999999999997
TX-14747,2025-08-28,CUST-0341,Mechanical Keyboard,Accessories,6,91.99,North,Corporate,Bank Transfer,551.9399999999999
TX-13221,2025-06-08,CUST-0242,Ergonomic Chair,Office Supplies,2,299.99,East,Consumer,PayPal,599.98
TX-12361,2024-01-12,CUST-0277,Pro Laptop,Electronics,1,1200.0,West,Consumer,Bank Transfer,1200.0
TX-13678,2024-03-18,CUST-0342,Pro Laptop,Electronics,2,1200.0,East,Small Business,Bank Transfer,2400.0
TX-13980,2025-11-18,CUST-0094,USB-C Multi-Hub,Accessories,2,39.99,West,Consumer,Cash,79.98
TX-10150,2024-05-13,CUST-UNKNOWN,Whiteboard,Office Supplies,3,79.99,South,Small Business,Bank Transfer,239.96999999999997
TX-11752,2024-08-18,CUST-0021,4K Monitor,Electronics,2,322.0,East,Consumer,Bank Transfer,644.0
TX-14004,2025-06-04,CUST-0243,Laptop Sleeve,Accessories,3,29.99,West,Small Business,Credit Card,89.97
TX-12746,2024-02-14,CUST-0202,Premium Notebook,Office Supplies,7,15.5,South,Corporate,Cash,108.5
TX-12307,2024-10-10,CUST-0377,Mechanical Keyboard,Accessories,2,99.99,South,Corporate,PayPal,199.98
TX-10088,2024-06-26,CUST-0309,Pro Laptop,Electronics,4,1200.0,West,Corporate,Cash,4800.0
TX-10457,2025-09-27,CUST-0227,Noise-Cancelling Headphones,Electronics,2,250.0,West,Consumer,PayPal,500.0
TX-11338,2025-10-23,CUST-0388,Premium Notebook,Office Supplies,3,12.87,North,Consumer,PayPal,38.61
TX-14578,2024-11-23,CUST-0067,Ergonomic Chair,Office Supplies,3,299.99,North,Small Business,PayPal,899.97
TX-13318,2025-12-08,CUST-0357,Noise-Cancelling Headphones,Electronics,4,250.0,East,Corporate,PayPal,1000.0
TX-13275,2025-03-13,CUST-0153,Pro Laptop,Electronics,4,1200.0,East,Consumer,PayPal,4800.0
TX-14240,2024-08-02,CUST-0027,Desk Mat,Accessories,2,25.0,South,Small Business,Bank Transfer,50.0
TX-14708,2024-05-26,CUST-0156,Pro Laptop,Electronics,7,1200.0,East,Corporate,Bank Transfer,8400.0
TX-10999,2025-09-27,CUST-0086,Pro Laptop,Electronics,4,1200.0,West,Consumer,Bank Transfer,4800.0
TX-13920,2024-08-23,CUST-UNKNOWN,Gel Pens 12-Pack,Office Supplies,1,12.99,West,Consumer,Cash,12.99
TX-13286,2025-11-14,CUST-0358,4K Monitor,Electronics,6,350.0,East,Corporate,PayPal,2100.0
TX-10192,2025-06-01,CUST-0275,Premium Tablet,Electronics,3,552.0,West,Small Business,Cash,1656.0
