Transaction_ID,Date,Customer_ID,Product_Name,Category,Quantity,Unit_Price,Region,Customer_Segment,Payment_Method
TX-10802,2024-08-13,CUST-0229,Ergonomic Chair,Office Supplies,3.0,299.99,East,Small Business,Credit Card
TX-13292,2024-02-02,CUST-0069,Premium Tablet,Electronics ,2.0,600.0,East,Consumer,Bank Transfer
TX-12259,2025-09-05,CUST-0248,Pro Laptop,Electronics ,2.0,1200.0,south,Small Business,Bank Transfer
TX-14788,2024-04-14,CUST-0160,Whiteboard,Office Supplies,1.0,74.39,south,Small Business,Bank Transfer
TX-12497,2025-05-19,CUST-0052,Standing Desk,Office Supplies,2.0,450.0,south,Small Business,Cash
TX-10582,2025-12-19,,Smartwatch,Electronics ,5.0,200.0,West,Corporate,Bank Transfer
TX-10203,2025-02-15,CUST-0277,Pro Laptop,Electronics ,2.0,1200.0,West,Consumer,Bank Transfer
TX-14098,2025-04-18,CUST-0223,Ergonomic Chair,Office Supplies,5.0,299.99,,Corporate,PayPal
TX-13466,2025-02-08,CUST-0393,Desk Mat, accessories,2.0,21.5,East,Corporate,Cash
TX-12280,2024-03-12,CUST-0270,Premium Tablet,Electronics ,1.0,564.0,West,Small Business,PayPal
TX-12210,2025-09-05,CUST-0145,Standing Desk,Office Supplies,1.0,450.0, North ,Small Business,Cash
TX-14870,2024-09-04,CUST-0389,Premium Notebook,Office Supplies,,15.5,East,Small Business,PayPal
TX-11623,2025-10-31,CUST-0262,Premium Tablet,Electronics ,4.0,600.0, North ,Consumer,Bank Transfer
TX-11736,2024-08-14,CUST-0303,Premium Notebook,Office Supplies,1.0,15.5,south,Small Business,Cash
TX-14700,2025-12-02,CUST-0282,Ergonomic Chair,Office Supplies,4.0,299.99,south,Consumer,Credit Card
TX-13674,2025-12-19,CUST-0047,4K Monitor,Electronics ,4.0,350.0,south,Small Business,Credit Card
TX-14385,2024-05-03,CUST-0324,Noise-Cancelling Headphones,Electronics ,2.0,250.0, North ,Small Business,PayPal
TX-13400,2024-05-09,CUST-0391,Wireless Mouse, accessories,3.0,49.99,West,Consumer,Bank Transfer
TX-10517,2025-02-10,CUST-0387,Smartwatch,Electronics ,10.0,174.0,south,Corporate,Cash
TX-12063,2025-09-27,CUST-0393,Pro Laptop,Electronics ,4.0,1200.0,East,Corporate,PayPal
TX-14632,2025-09-07,CUST-0397,Noise-Cancelling Headphones,Electronics ,3.0,250.0,West,Consumer,Credit Card
TX-11874,2025-05-31,CUST-0193,Ergonomic Chair,Office Supplies,3.0,299.99,south,Small Business,Bank Transfer
TX-10668,2025-10-14,CUST-0104,USB-C Multi-Hub, accessories,6.0,39.99,south,Corporate,Credit Card
TX-11840,06/06/2024,CUST-0293,Pro Laptop,Electronics ,3.0,1200.0, North ,Corporate,Credit Card
TX-13193,2024-11-07,CUST-0044,Wireless Mouse, accessories,4.0,49.99,south,Consumer,Bank Transfer
TX-14941,2024-04-22,CUST-0221,USB-C Multi-Hub, accessories,7.0,39.99,East,Corporate,PayPal
TX-12011,2024-04-05,CUST-0316,Premium Notebook,Office Supplies,8.0,13.95, North ,Corporate,PayPal
TX-13617,2024-03-23,CUST-0368,Pro Laptop,Electronics ,4.0,1200.0,East,Consumer,Credit Card
TX-11260,2025-12-16,CUST-0241,Premium Notebook,Office Supplies,9.0,15.5, North ,Corporate,Credit Card
TX-12388,2025-08-18,CUST-0203,Laptop Sleeve, accessories,4.0,29.99,south,Small Business,Bank Transfer
TX-12153,2025-03-05,CUST-0388,Mechanical Keyboard, accessories,3.0,99.99, North ,Consumer,Cash
TX-13392,2024-10-17,CUST-0242,Standing Desk,Office Supplies,2.0,450.0,East,Consumer,Bank Transfer
TX-13442,2024-07-28,CUST-0070,Premium Tablet,Electronics ,9.0,600.0,East,Corporate,Credit Card
TX-14166,2024-09-22,CUST-0297,Laptop Sleeve, accessories,5.0,29.99,south,Corporate,Bank Transfer
TX-10759,2025-09-18,CUST-0046,USB-C Multi-Hub, accessories,3.0,36.39,East,Consumer,Cash
TX-11057,2025-03-15,CUST-0358,Standing Desk,Office Supplies,9.0,450.0,East,Corporate,Cash
TX-12346,2024-01-21,CUST-0135,Mechanical Keyboard, accessories,1.0,99.99,West,Consumer,Bank Transfer
TX-14294,2024-03-13,CUST-0164,Premium Notebook,Office Supplies,4.0,15.5,East,Consumer,Bank Transfer
TX-13096,2025-09-26,CUST-0066,Smartwatch,Electronics ,4.0,176.0, North ,Small Business,Cash
TX-14536,2024-11-13,CUST-0371,Premium Notebook,Office Supplies,2.0,13.79,East,Corporate,Cash
TX-12555,2025-07-27,CUST-0123,Noise-Cancelling Headphones,Electronics ,4.0,250.0,south,Consumer,PayPal
TX-10214,2024-09-02,CUST-0283,Premium Notebook,Office Supplies,4.0,15.5,West,Small Business,Cash
TX-13382,2024-02-01,CUST-0190,4K Monitor,Electronics ,3.0,350.0,south,Consumer,Cash
TX-11108,2025-04-25,CUST-0101,Premium Tablet,Electronics ,1.0,600.0, North ,Consumer,Credit Card
TX-10693,2024-04-19,CUST-0167,Wireless Mouse, accessories,3.0,49.99, North ,Small Business,Cash
TX-13050,2024-08-21,CUST-0362,Smartwatch,Electronics ,3.0,200.0,south,Small Business,Cash
TX-12924,2024-10-27,CUST-0203,Premium Tablet,Electronics ,1.0,600.0,south,Small Business,Cash
TX-13635,2025-05-13,CUST-0350,Mechanical Keyboard, accessories,4.0,99.99,south,Consumer,PayPal
TX-11221,2024-05-12,CUST-0290,Premium Tablet,Electronics ,8.0,600.0,West,Corporate,Cash
TX-14822,2025-03-27,CUST-0384,Whiteboard,Office Supplies,8.0,79.99,south,Corporate,PayPal
TX-13131,2025-11-28,CUST-0202,Pro Laptop,Electronics ,5.0,1200.0,south,Corporate,Bank Transfer
TX-11224,2025-06-21,CUST-0113,Premium Notebook,Office Supplies,1.0,15.5,,Small Business,PayPal
TX-14972,2024-11-24,CUST-0187,Noise-Cancelling Headphones,Electronics ,4.0,250.0,south,Small Business,PayPal
TX-10196,2024-03-06,CUST-0278,Pro Laptop,Electronics ,4.0,1200.0,East,Consumer,Credit Card
TX-14406,2024-07-23,CUST-0247,Laptop Sleeve, accessories,1.0,29.99,West,Small Business,Credit Card
TX-12195,2024-08-21,CUST-0267,Mechanical Keyboard, accessories,3.0,99.99,West,Consumer,Bank Transfer
TX-14260,2025-10-26,,Standing Desk,Office Supplies,1.0,423.0,East,Consumer,Credit Card
TX-10879,2025-09-12,CUST-0018,Wireless Mouse, accessories,2.0,49.99, North ,Consumer,Bank Transfer
TX-14203,2024-01-14,CUST-0214,Wireless Mouse, accessories,4.0,49.99,West,Small Business,Bank Transfer
TX-12655,2024-09-16,CUST-0210,Gel Pens 12-Pack,Office Supplies,3.0,12.99,south,Corporate,Credit Card
TX-11344,2024-02-18,CUST-0357,Gel Pens 12-Pack,Office Supplies,3.0,12.99,East,Corporate,Bank Transfer
TX-14346,2024-02-08,CUST-0063,Premium Notebook,Office Supplies,3.0,15.5,West,Small Business,Credit Card
TX-10887,2024-11-17,CUST-0128,Mechanical Keyboard, accessories,8.0,99.99,West,Corporate,Bank Transfer
TX-11417,2025-03-24,CUST-0348,Standing Desk,Office Supplies,2.0,450.0,West,Small Business,PayPal
TX-10068,2025-07-29,CUST-0288,Ergonomic Chair,Office Supplies,8.0,299.99,West,Corporate,Bank Transfer
TX-12517,2025-07-30,CUST-0285,Desk Mat, accessories,3.0,21.5,south,Consumer,PayPal
TX-10926,2024-07-02,CUST-0094,Ergonomic Chair,Office Supplies,1.0,299.99,West,Consumer,Cash
TX-10568,2024-06-16,CUST-0331,Gel Pens 12-Pack,Office Supplies,5.0,11.17,West,Corporate,Bank Transfer
TX-11669,2024-11-29,CUST-0370,Desk Mat, accessories,2.0,25.0,south,Corporate,Cash
TX-10096,2024-10-16,,Whiteboard,Office Supplies,1.0,75.19,West,Consumer,Bank Transfer
TX-13102,2025-09-09,CUST-0271,Mechanical Keyboard, accessories,1.0,99.99,West,Consumer,PayPal
TX-14343,2025-06-15,CUST-0216,Whiteboard,Office Supplies,8.0,79.99, North ,Corporate,Cash
TX-10139,2025-07-18,CUST-0067,Wireless Mouse, accessories,,49.99, North ,Small Business,Bank Transfer
TX-14923,2025-10-20,CUST-0292,Ergonomic Chair,Office Supplies,4.0,299.99,West,Corporate,PayPal
TX-12640,2024-01-29,CUST-0073,USB-C Multi-Hub, accessories,1.0,39.99,East,Small Business,PayPal
TX-13447,2024-09-22,CUST-0307,Laptop Sleeve, accessories,4.0,29.99,West,Consumer,Cash
TX-13021,2024-04-05,CUST-0045,Mechanical Keyboard, accessories,8.0,99.99,East,Corporate,Credit Card
TX-11590,2025-07-01,CUST-0187,Premium Tablet,Electronics ,4.0,600.0,south,Small Business,Cash
TX-11340,2025-01-27,CUST-0122,Wireless Mouse, accessories,6.0,49.99,East,Corporate,Credit Card
TX-14447,2024-03-30,CUST-0227,USB-C Multi-Hub, accessories,4.0,34.79,West,Consumer,Cash
TX-13227,2025-11-15,CUST-0222,Wireless Mouse, accessories,9.0,49.99, North ,Corporate,Cash
TX-14545,2024-04-06,CUST-0130,USB-C Multi-Hub, accessories,2.0,39.99,West,Consumer,Bank Transfer
TX-10463,2024-08-06,CUST-0340,Premium Notebook,Office Supplies,7.0,15.5,West,Corporate,Bank Transfer
TX-14376,2025-04-28,CUST-0366,Gel Pens 12-Pack,Office Supplies,9.0,12.99,West,Corporate,Credit Card
TX-11261,2024-06-08,CUST-0329,4K Monitor,Electronics ,2.0,290.5,East,Consumer,PayPal
TX-13838,2025-10-25,CUST-0159,Smartwatch,Electronics ,3.0,200.0, North ,Consumer,Bank Transfer
TX-10594,2024-03-22,CUST-0240,Wireless Mouse, accessories,7.0,49.99,East,Corporate,Cash
TX-11615,2024-08-04,CUST-0293,Standing Desk,Office Supplies,4.0,450.0, North ,Corporate,Cash
TX-10625,2025-10-26,CUST-0261,Wireless Mouse, accessories,3.0,49.99,south,Small Business,Cash
TX-10450,2024-05-15,CUST-0364,Mechanical Keyboard, accessories,3.0,99.99,south,Small Business,Credit Card
TX-11536,2024-07-01,CUST-0135,Wireless Mouse, accessories,2.0,49.99,West,Consumer,Cash
TX-12536,2024-05-10,CUST-0357,Premium Tablet,Electronics ,7.0,498.0,East,Corporate,PayPal
TX-11096,2024-06-04,CUST-0193,Pro Laptop,Electronics ,2.0,1200.0,south,Small Business,Cash
TX-14246,2025-05-08,CUST-0370,USB-C Multi-Hub, accessories,9.0,35.59,south,Corporate,PayPal
TX-11609,2024-06-04,CUST-0237,Desk Mat, accessories,2.0,25.0,West,Small Business,PayPal
TX-10996,2025-08-23,CUST-0127,Mechanical Keyboard, accessories,3.0,99.99,south,Consumer,Cash
TX-14747,08/28/2025,CUST-0341,Mechanical Keyboard, accessories,6.0,91.99, North ,Corporate,Bank Transfer
TX-13221,2025-06-08,CUST-0242,Ergonomic Chair,Office Supplies,2.0,299.99,East,Consumer,PayPal
TX-12361,2024-01-12,CUST-0277,Pro Laptop,Electronics ,1.0,1200.0,West,Consumer,Bank Transfer
TX-13678,2024-03-18,CUST-0342,Pro Laptop,Electronics ,2.0,1200.0,East,Small Business,Bank Transfer
TX-13980,2025-11-18,CUST-0094,USB-C Multi-Hub, accessories,2.0,39.99,West,Consumer,Cash
TX-10150,2024-05-13,,Whiteboard,Office Supplies,,79.99,south,Small Business,Bank Transfer
TX-11752,2024-08-18,CUST-0021,4K Monitor,Electronics ,2.0,322.0,East,Consumer,Bank Transfer
TX-14004,2025-06-04,CUST-0243,Laptop Sleeve, accessories,3.0,29.99,West,Small Business,Credit Card
TX-12746,2024-02-14,CUST-0202,Premium Notebook,Office Supplies,7.0,15.5,south,Corporate,Cash
TX-12307,10/10/2024,CUST-0377,Mechanical Keyboard, accessories,2.0,99.99,south,Corporate,PayPal
TX-10088,2024-06-26,CUST-0309,Pro Laptop,Electronics ,4.0,1200.0,West,Corporate,Cash
TX-10457,2025-09-27,CUST-0227,Noise-Cancelling Headphones,Electronics ,2.0,250.0,West,Consumer,PayPal
TX-11338,2025-10-23,CUST-0388,Premium Notebook,Office Supplies,3.0,12.87, North ,Consumer,PayPal
TX-14578,2024-11-23,CUST-0067,Ergonomic Chair,Office Supplies,3.0,299.99, North ,Small Business,PayPal
TX-13318,2025-12-08,CUST-0357,Noise-Cancelling Headphones,Electronics ,4.0,250.0,East,Corporate,PayPal
TX-13275,2025-03-13,CUST-0153,Pro Laptop,Electronics ,4.0,1200.0,East,Consumer,PayPal
TX-14240,2024-08-02,CUST-0027,Desk Mat, accessories,2.0,25.0,south,Small Business,Bank Transfer
TX-14708,2024-05-26,CUST-0156,Pro Laptop,Electronics ,7.0,0.0,East,Corporate,Bank Transfer
TX-10999,2025-09-27,CUST-0086,Pro Laptop,Electronics ,4.0,1200.0,West,Consumer,Bank Transfer
TX-13920,2024-08-23,,Gel Pens 12-Pack,Office Supplies,1.0,12.99,West,Consumer,Cash
TX-13286,11/14/2025,CUST-0358,4K Monitor,Electronics ,6.0,350.0,East,Corporate,PayPal
TX-10192,2025-06-01,CUST-0275,Premium Tablet,Electronics ,3.0,552.0,West,Small Business,Cash
TX-14133,2024-01-02,CUST-0131,Premium Notebook,Office Supplies,6.0,15.5,south,Corporate,Credit Card
TX-14309,2025-08-19,CUST-0291,Pro Laptop,Electronics ,3.0,1200.0, North ,Small Business,Cash
TX-12225,2025-12-04,CUST-0120,Standing Desk,Office Supplies,2.0,450.0,West,Consumer,Credit Card
TX-14256,2025-11-16,CUST-0036,Gel Pens 12-Pack,Office Supplies,4.0,12.99,East,Small Business,PayPal
TX-14450,2024-06-02,CUST-0262,Laptop Sleeve, accessories,4.0,29.99, North ,Consumer,Bank Transfer
TX-13681,2025-03-09,CUST-0397,4K Monitor,Electronics ,3.0,350.0,West,Consumer,PayPal
TX-12592,2024-05-07,CUST-0080,Ergonomic Chair,Office Supplies,7.0,299.99,East,Corporate,PayPal
TX-12321,2025-01-02,CUST-0282,Whiteboard,Office Supplies,3.0,79.99,south,Consumer,Cash
TX-14517,2024-12-10,CUST-0284,Laptop Sleeve, accessories,2.0,23.99,south,Small Business,Cash
TX-13520,2024-11-23,CUST-0112,Whiteboard,Office Supplies,5.0,75.19,West,Corporate,Credit Card
TX-14853,2025-05-30,CUST-0270,Laptop Sleeve, accessories,2.0,29.99,West,Small Business,PayPal
TX-11818,2024-06-09,CUST-0265,Standing Desk,Office Supplies,4.0,450.0,West,Consumer,Credit Card
TX-12700,2024-04-25,,Desk Mat, accessories,1.0,25.0, North ,Small Business,Credit Card
TX-13013,2024-04-18,CUST-0274,Noise-Cancelling Headphones,Electronics ,4.0,250.0,East,Small Business,PayPal
TX-11730,2025-09-16,CUST-0233,Pro Laptop,Electronics ,7.0,1200.0,West,Corporate,Bank Transfer
TX-13924,2024-02-19,CUST-0017,Premium Notebook,Office Supplies,6.0,15.5,south,Corporate,Bank Transfer
TX-14062,2025-10-27,CUST-0013,Smartwatch,Electronics ,4.0,200.0,East,Consumer,Credit Card
TX-14946,2025-05-23,CUST-0061,Noise-Cancelling Headphones,Electronics ,4.0,250.0,West,Small Business,Cash
TX-10191,2025-06-24,CUST-0361,Ergonomic Chair,Office Supplies,1.0,299.99,south,Consumer,Credit Card
TX-11782,2024-05-18,CUST-0102,Gel Pens 12-Pack,Office Supplies,4.0,12.99, North ,Consumer,Cash
TX-11723,2024-10-12,CUST-0268,Gel Pens 12-Pack,Office Supplies,4.0,10.52,West,Small Business,Bank Transfer
TX-14250,2024-12-04,CUST-0169,USB-C Multi-Hub, accessories,4.0,39.99, North ,Consumer,Bank Transfer
TX-12748,2024-04-29,CUST-0166,Whiteboard,Office Supplies,4.0,64.79,East,Small Business,Cash
TX-14609,2024-03-25,CUST-0220,Whiteboard,Office Supplies,7.0,79.99,West,Corporate,Bank Transfer
TX-11747,2025-01-26,CUST-0363,Premium Notebook,Office Supplies,7.0,15.5,West,Corporate,Cash
TX-13824,2024-01-03,CUST-0229,Laptop Sleeve, accessories,1.0,29.99,East,Small Business,Cash
TX-11822,2024-03-28,CUST-0011,Pro Laptop,Electronics ,3.0,1200.0,West,Consumer,Credit Card
TX-13698,2025-04-13,CUST-0329,Smartwatch,Electronics ,1.0,200.0,East,Consumer,Credit Card
TX-11242,2024-08-19,CUST-0351,Ergonomic Chair,Office Supplies,9.0,299.99,East,Corporate,PayPal
TX-14965,2024-01-07,CUST-0140,USB-C Multi-Hub, accessories,3.0,39.99, North ,Small Business,Cash
TX-14032,2024-04-14,CUST-0041,USB-C Multi-Hub, accessories,1.0,34.79,East,Small Business,Bank Transfer
TX-14570,2025-02-27,CUST-0003,Desk Mat, accessories,3.0,25.0,south,Consumer,Cash
TX-10166,2024-04-22,CUST-0098,Smartwatch,Electronics ,3.0,170.0,south,Small Business,Cash
TX-13705,2025-08-13,CUST-0118,Premium Notebook,Office Supplies,3.0,13.02,south,Consumer,Credit Card
TX-13274,2025-04-29,CUST-0295,Ergonomic Chair,Office Supplies,2.0,299.99,West,Small Business,Cash
TX-11024,2025-11-06,CUST-0233,Gel Pens 12-Pack,Office Supplies,8.0,12.99,West,Corporate,Credit Card
TX-14802,2024-03-07,CUST-0224,Laptop Sleeve, accessories,2.0,29.99, North ,Small Business,PayPal
TX-12277,2024-10-17,,Laptop Sleeve, accessories,4.0,29.99,West,Consumer,Cash
TX-13708,2024-02-04,CUST-0170,Premium Tablet,Electronics ,3.0,600.0,East,Consumer,Cash
TX-11867,2025-10-09,CUST-0118,Laptop Sleeve, accessories,2.0,29.99,south,Consumer,PayPal
TX-14831,2024-05-11,CUST-0144,Noise-Cancelling Headphones,Electronics ,4.0,250.0, North ,Small Business,Bank Transfer
TX-13955,2024-06-11,CUST-0198,Noise-Cancelling Headphones,Electronics ,1.0,250.0,south,Consumer,PayPal
TX-14763,2024-11-24,CUST-0325,Pro Laptop,Electronics ,3.0,1200.0,south,Corporate,Bank Transfer
TX-10152,2025-09-22,CUST-0215,Premium Tablet,Electronics ,3.0,558.0,East,Consumer,Bank Transfer
TX-12570,2024-02-27,CUST-0232,Desk Mat, accessories,2.0,25.0,East,Small Business,Cash
TX-14715,2025-10-04,CUST-0048,Whiteboard,Office Supplies,3.0,79.99,East,Consumer,Cash
TX-13454,2025-01-30,CUST-0315,Gel Pens 12-Pack,Office Supplies,3.0,12.99, North ,Small Business,Cash
TX-11505,2024-02-16,CUST-0158,Gel Pens 12-Pack,Office Supplies,5.0,12.99, North ,Corporate,PayPal
TX-13528,2024-08-13,CUST-0038,Pro Laptop,Electronics ,3.0,1200.0,south,Small Business,PayPal
TX-11654,2025-08-18,CUST-0221,Smartwatch,Electronics ,5.0,200.0,East,Corporate,Cash
TX-12905,2025-08-23,CUST-0257,Mechanical Keyboard, accessories,1.0,99.99,West,Small Business,Bank Transfer
TX-11115,2025-12-29,CUST-0204,Laptop Sleeve, accessories,3.0,29.99, North ,Corporate,PayPal
TX-14851,2024-10-12,CUST-0184,USB-C Multi-Hub, accessories,3.0,39.99,West,Small Business,PayPal
TX-11397,2025-10-17,CUST-0155,USB-C Multi-Hub, accessories,1.0,39.99,south,Small Business,Cash
TX-13001,2024-12-29,CUST-0369,Pro Laptop,Electronics ,1.0,1200.0,West,Small Business,Bank Transfer
TX-10031,2025-12-11,,Noise-Cancelling Headphones,Electronics ,2.0,250.0,West,Corporate,Bank Transfer
TX-10937,2025-12-31,CUST-0213,Whiteboard,Office Supplies,3.0,79.99,East,Small Business,Credit Card
TX-11258,2024-06-10,CUST-0016,Noise-Cancelling Headphones,Electronics ,2.0,250.0,East,Consumer,Credit Card
TX-14145,2025-03-31,CUST-0142,Laptop Sleeve, accessories,1.0,24.29,south,Consumer,PayPal
TX-11158,2025-05-15,CUST-0329,Laptop Sleeve, accessories,2.0,29.99,East,Consumer,Credit Card
TX-10309,2025-12-19,CUST-0178,Laptop Sleeve, accessories,3.0,29.99, North ,Consumer,PayPal
TX-12974,2024-08-12,CUST-0378,Mechanical Keyboard, accessories,2.0,99.99, North ,Small Business,Cash
TX-14764,2024-02-08,CUST-0097,Gel Pens 12-Pack,Office Supplies,3.0,12.21, North ,Small Business,Cash
TX-13159,2024-12-24,CUST-0146,Premium Notebook,Office Supplies,8.0,14.26,south,Corporate,Cash
TX-13745,2025-05-27,CUST-0174,Noise-Cancelling Headphones,Electronics ,4.0,250.0,south,Small Business,Bank Transfer
TX-10495,2025-05-14,CUST-0119,Noise-Cancelling Headphones,Electronics ,3.0,230.0,south,Small Business,PayPal
TX-10205,2024-05-26,,Smartwatch,Electronics ,3.0,162.0,West,Consumer,Bank Transfer
TX-14205,2025-04-21,CUST-0356,Gel Pens 12-Pack,Office Supplies,4.0,12.34,West,Consumer,Bank Transfer
TX-13407,10/11/2024,CUST-0001,Whiteboard,Office Supplies,4.0,79.99, North ,Consumer,Credit Card
TX-13885,2025-01-17,CUST-0287,Wireless Mouse, accessories,2.0,49.99,East,Small Business,Cash
TX-10305,2025-02-15,CUST-0275,Laptop Sleeve, accessories,2.0,28.19,West,Small Business,Bank Transfer
TX-14703,2024-07-11,CUST-0295,Premium Tablet,Electronics ,1.0,600.0,West,Small Business,Bank Transfer
TX-12743,2025-05-29,CUST-0390,Ergonomic Chair,Office Supplies,1.0,245.99,south,Small Business,Cash
TX-11061,2025-08-04,CUST-0017,Premium Tablet,Electronics ,7.0,600.0,south,Corporate,Cash
TX-10843,2025-05-24,CUST-0069,Pro Laptop,Electronics ,1.0,1200.0,East,Consumer,Credit Card
TX-12753,2024-03-24,CUST-0148,Premium Notebook,Office Supplies,2.0,12.87,,Small Business,Credit Card
TX-12282,2024-04-02,CUST-0267,Smartwatch,Electronics ,3.0,168.0,West,Consumer,Cash
TX-10211,2024-07-14,CUST-0194,Laptop Sleeve, accessories,,25.19,south,Small Business,Credit Card
TX-14693,2024-07-24,CUST-0236,Noise-Cancelling Headphones,Electronics ,4.0,250.0,south,Consumer,PayPal
TX-10679,2025-06-12,CUST-0347,Premium Tablet,Electronics ,2.0,600.0,West,Corporate,Cash
TX-10565,2024-09-23,CUST-0080,Ergonomic Chair,Office Supplies,2.0,299.99,East,Corporate,PayPal
TX-12194,2025-04-13,CUST-0016,Desk Mat, accessories,2.0,25.0,East,Consumer,PayPal
TX-13633,2025-08-01,CUST-0199,Laptop Sleeve, accessories,4.0,29.99,West,Consumer,Credit Card
TX-10680,2025-06-18,CUST-0060,Noise-Cancelling Headphones,Electronics ,1.0,250.0,south,Small Business,Credit Card
TX-10180,2024-10-23,CUST-0005,Whiteboard,Office Supplies,1.0,79.99, North ,Small Business,Bank Transfer
TX-12699,2024-11-08,CUST-0024,Standing Desk,Office Supplies,3.0,450.0, North ,Small Business,PayPal
TX-12456,2025-01-04,CUST-0161,Smartwatch,Electronics ,4.0,200.0,East,Consumer,Cash
TX-12348,2025-05-28,CUST-0020,USB-C Multi-Hub, accessories,9.0,39.99,East,Corporate,Cash
TX-14299,2025-12-07,CUST-0340,Standing Desk,Office Supplies,2.0,450.0,West,Corporate,Cash
TX-10278,2024-07-30,CUST-0106,4K Monitor,Electronics ,3.0,350.0,south,Small Business,Bank Transfer
TX-14895,2025-12-03,CUST-0030,Premium Tablet,Electronics ,3.0,600.0, North ,Consumer,Credit Card
TX-14403,2024-01-11,CUST-0314,Wireless Mouse, accessories,9.0,49.99, North ,Corporate,Bank Transfer
TX-10432,2024-09-11,CUST-0247,Gel Pens 12-Pack,Office Supplies,2.0,10.52,West,Small Business,Credit Card
TX-10289,2024-03-25,CUST-0191,Mechanical Keyboard, accessories,2.0,99.99,East,Corporate,Cash
TX-11027,2025-09-27,CUST-0125,Pro Laptop,Electronics ,1.0,1200.0,,Consumer,PayPal
TX-10535,2024-07-13,CUST-0103,Premium Tablet,Electronics ,3.0,600.0,East,Consumer,PayPal
TX-13480,2024-07-20,CUST-0328,Pro Laptop,Electronics ,4.0,1200.0, North ,Consumer,Bank Transfer
TX-10188,2025-05-29,CUST-0361,Ergonomic Chair,Office Supplies,3.0,299.99,south,Consumer,Bank Transfer
TX-13422,2024-10-13,CUST-0201,4K Monitor,Electronics ,3.0,308.0,East,Corporate,Cash
TX-13971,2025-05-07,CUST-0245,Noise-Cancelling Headphones,Electronics ,5.0,250.0,West,Corporate,Credit Card
TX-13142,2025-11-19,CUST-0076,Noise-Cancelling Headphones,Electronics ,2.0,250.0,East,Small Business,Cash
TX-10270,2025-05-16,CUST-0148,Premium Tablet,Electronics ,3.0,600.0,south,Small Business,Cash
TX-14325,2024-09-19,CUST-0266,Gel Pens 12-Pack,Office Supplies,3.0,12.99,south,Consumer,Credit Card
TX-14110,2024-03-15,CUST-0275,Premium Tablet,Electronics ,3.0,600.0,West,Small Business,Bank Transfer
TX-12187,2024-10-19,CUST-0366,Premium Notebook,Office Supplies,4.0,15.5,West,Corporate,Cash
TX-13749,2025-05-23,CUST-0246,Ergonomic Chair,Office Supplies,2.0,299.99,south,Small Business,Credit Card
TX-10111,2025-01-18,CUST-0164,Noise-Cancelling Headphones,Electronics ,2.0,202.5,East,Consumer,PayPal
TX-12610,2025-05-23,CUST-0050,Pro Laptop,Electronics ,,1104.0,West,Consumer,Bank Transfer
TX-10220,2025-05-15,CUST-0371,Desk Mat, accessories,9.0,25.0,,Corporate,PayPal
TX-12819,2025-01-02,CUST-0263,Premium Tablet,Electronics ,2.0,600.0,West,Consumer,Cash
TX-10627,2025-06-26,CUST-0157,Gel Pens 12-Pack,Office Supplies,4.0,11.04,East,Consumer,PayPal
TX-11212,2024-12-25,CUST-0127,Ergonomic Chair,Office Supplies,2.0,254.99,south,Consumer,Credit Card
TX-13406,2025-07-19,CUST-0177,Premium Notebook,Office Supplies,6.0,15.5,West,Corporate,Credit Card
TX-14931,2025-09-28,CUST-0202,Smartwatch,Electronics ,4.0,200.0,south,Corporate,Cash
TX-10790,2025-11-29,CUST-0178,Gel Pens 12-Pack,Office Supplies,1.0,12.34, North ,Consumer,Bank Transfer
TX-12025,2025-05-18,CUST-0203,Mechanical Keyboard, accessories,4.0,99.99,south,Small Business,Cash
TX-10461,2025-07-17,CUST-0184,Noise-Cancelling Headphones,Electronics ,2.0,250.0,West,Small Business,PayPal
TX-14428,2025-07-26,CUST-0371,Wireless Mouse, accessories,2.0,49.99,East,Corporate,PayPal
TX-10551,2025-11-26,CUST-0102,Laptop Sleeve, accessories,2.0,29.99, North ,Consumer,Bank Transfer
TX-12389,2025-01-25,CUST-0353,Noise-Cancelling Headphones,Electronics ,7.0,250.0,West,Corporate,Bank Transfer
TX-12445,2025-02-06,CUST-0190,Ergonomic Chair,Office Supplies,1.0,299.99,south,Consumer,PayPal
TX-10198,2025-01-21,CUST-0193,4K Monitor,Electronics ,2.0,280.0,south,Small Business,Bank Transfer
TX-12627,2025-04-18,CUST-0212,Mechanical Keyboard, accessories,8.0,99.99, North ,Corporate,Bank Transfer
TX-11705,2024-09-20,CUST-0066,Whiteboard,Office Supplies,3.0,79.99, North ,Small Business,Credit Card
TX-10402,2025-05-27,CUST-0062,Desk Mat, accessories,10.0,25.0, North ,Corporate,Bank Transfer
TX-14936,2025-01-21,CUST-0230,Ergonomic Chair,Office Supplies,4.0,299.99, North ,Small Business,Cash
TX-14411,2024-08-22,CUST-0368,Ergonomic Chair,Office Supplies,1.0,275.99,East,Consumer,Bank Transfer
TX-14792,2024-05-31,CUST-0372,USB-C Multi-Hub, accessories,8.0,39.99,East,Corporate,PayPal
TX-14988,2025-09-09,CUST-0157,Desk Mat, accessories,4.0,25.0,East,Consumer,PayPal
TX-12242,2024-03-20,CUST-0315,Smartwatch,Electronics ,4.0,200.0,,Small Business,Cash
TX-14919,2024-02-22,CUST-0393,Smartwatch,Electronics ,7.0,200.0,East,Corporate,Credit Card
